userID,gender,age,salary,clicked
81F9427E,W,44,15000,No
F6FE72E8,W,48,86485.16971372785,No
689AE74B,M,65,148478.13828743086,Yes
1F9DD7DD,M,30,35449.87378871994,No
86948667,W,56,93924.08940048784,No
F193B6F1,W,45,93201.50215390311,Yes
7C9BBB04,NB,48,34773.63317445919,Yes
0B9C8B92,W,46,79452.39352844018,Yes
9295DA28,W,18,111365.26462182833,No
E592EABE,W,36,63560.6025408388,No
7BF67F1D,W,31,74478.27358513702,No
0CF14F8B,W,41,69545.958631016,No
95F81E31,W,20,56605.61029945612,No
E2FF2EA7,M,23,82380.88112552195,No
72403336,W,27,47771.218893210826,No
054703A0,W,34,77260.42172503869,No
9C4E521A,M,30,58429.743894959174,No
EB49628C,M,29,32343.62405235455,No
752DF72F,M,42,54904.133730120215,No
022AC7B9,M,34,80855.7765222288,No
9B239603,M,47,30571.651748322,No
EC24A695,M,26,35867.038986740714,No
2C9ECA38,W,36,51043.830691220464,No
5B99FAAE,M,45,61602.473158107285,No
C290AB14,W,45,91152.18821751869,No
B5979B82,M,18,23348.3884046995,No
2BF30E21,W,41,90209.52720014838,No
5CF43EB7,M,29,15000,No
C5FD6F0D,M,29,17485.136629302804,No
B2FA5F9B,M,47,77779.16535591397,No
2245420A,M,65,104740.33145483656,Yes
5542729C,W,41,93965.2042932881,Yes
CC4B2326,M,40,60983.5462343135,Yes
BB4C13B0,M,27,78153.94372058604,No
25288613,W,42,81592.6460382609,No
522FB685,W,31,102189.8008669685,No
CB26E73F,W,38,71277.80851520097,No
BC21D7A9,M,56,96505.35569740707,No
3129DA5C,W,30,126614.25047981442,No
462EEACA,M,47,82707.0681315987,No
DF27BB70,M,18,38407.51018003929,No
A8208BE6,M,43,89360.08232272777,No
36441E45,W,32,49012.76486822612,No
41432ED3,M,49,124907.38202837686,Yes
D84A7F69,M,39,71636.99409387753,No
AF4D4FFF,M,59,52032.292160688594,No
3FF2526E,W,34,59474.085915870084,No
48F562F8,M,31,66139.26329562605,No
D1FC3342,M,31,91588.62768037984,Yes
A6FB03D4,M,52,98714.83473521392,Yes
389F9677,W,30,104662.1791677422,No
4F98A6E1,M,56,65731.10775352758,Yes
D691F75B,M,36,102048.50446441064,No
A196C7CD,M,43,86469.01745486069,Yes
17F0EAF0,M,21,78474.4661196497,No
60F7DA66,W,31,15000,No
F9FE8BDC,M,45,91972.00958494059,Yes
8EF9BB4A,M,26,61716.53395110328,No
109D2EE9,M,40,67084.27189617977,Yes
679A1E7F,W,31,102538.88783372389,No
FE934FC5,W,44,72173.88870184885,Yes
89947F53,W,51,20487.705992772528,No
192B62C2,W,49,54347.58367481326,Yes
6E2C5254,M,31,68336.58303155778,No
F72503EE,M,31,84148.35804206338,No
80223378,M,52,139751.98843373772,Yes
1E46A6DB,M,34,31167.34004086146,No
6941964D,W,49,119545.88607322115,Yes
F048C7F7,M,41,44512.538872021585,No
874FF761,W,33,15000,No
0A47FA94,W,28,118974.8683456645,No
7D40CA02,W,18,45813.78828975652,No
E4499BB8,M,20,78682.63825809302,No
934EAB2E,M,46,123347.8366893896,No
0D2A3E8D,M,55,121388.06212286596,Yes
7A2D0E1B,W,50,124350.01482876149,No
E3245FA1,W,35,87844.79876450432,No
94236F37,M,39,119583.92215674414,No
049C72A6,M,29,46286.62945860991,No
739B4230,W,42,15000,Yes
EA92138A,M,32,113626.32741552721,No
9D95231C,W,46,42882.99936574761,No
03F1B6BF,M,48,43520.49671185863,Yes
74F68629,W,41,58415.40165513544,Yes
EDFFD793,W,28,104125.07769049227,No
9AF8E705,W,18,73815.47181094815,No
AEE139C9,W,42,79303.12843242657,No
D9E6095F,W,22,50546.26894480492,No
40EF58E5,M,42,82441.52929221338,No
37E86873,M,40,36430.67705763529,Yes
A98CFDD0,W,32,82514.56892231376,No
DE8BCD46,W,45,33848.238511735144,Yes
47829CFC,M,46,105516.24638274635,Yes
3085AC6A,M,31,112709.96373637891,Yes
A03AB1FB,W,43,15000,No
D73D816D,W,54,83956.07585603849,Yes
4E34D0D7,M,36,59573.84569531797,Yes
3933E041,M,50,48037.40845100319,Yes
A75775E2,W,45,86237.94844781305,Yes
D0504574,M,40,52119.07527597162,No
495914CE,W,34,57161.93129868222,No
3E5E2458,W,29,77086.32106589516,Yes
B35629AD,W,51,67516.2053982422,Yes
C451193B,W,31,70904.09013773351,No
5D584881,W,34,15000,No
2A5F7817,W,33,95019.80772662378,Yes
B43BEDB4,M,37,107112.64130472018,Yes
C33CDD22,M,31,68454.03075087811,No
5A358C98,M,35,59156.05033634779,No
2D32BC0E,M,19,54858.377123208855,No
BD8DA19F,M,24,85371.3652128572,No
CA8A9109,W,54,105998.68826192504,Yes
5383C0B3,M,28,26671.72560538019,No
2484F025,W,54,81664.51462297706,Yes
BAE06586,M,43,99253.85749209451,No
CDE75510,W,28,77798.91554245046,Yes
54EE04AA,M,28,76465.59913211025,No
23E9343C,M,56,31897.590997630716,No
958F1901,M,33,66853.21615150299,No
E2882997,M,38,44031.55794881634,No
7B81782D,W,25,86766.84073162747,Yes
0C8648BB,M,40,62430.56665937533,Yes
92E2DD18,W,21,80813.30344457689,No
E5E5ED8E,W,40,66517.48905676579,No
7CECBC34,M,44,100271.66863010252,Yes
0BEB8CA2,W,49,114436.84735700255,Yes
9B549133,M,20,15000,No
EC53A1A5,M,27,49260.15556091212,No
755AF01F,W,41,112407.0498472451,No
025DC089,M,35,90581.4001841652,Yes
9C39552A,W,50,110163.76685056428,Yes
EB3E65BC,W,31,15000,No
72373406,M,21,24993.207556919988,No
05300490,M,38,78783.14045127462,No
88380965,M,34,51221.23388087397,Yes
FF3F39F3,M,48,83870.2322920383,No
66366849,W,30,85981.07186671841,No
113158DF,W,33,96631.45992962319,Yes
8F55CD7C,W,32,90017.14165561678,No
F852FDEA,W,20,15000,No
615BAC50,W,47,71584.69438710067,No
165C9CC6,M,30,65676.60025888974,No
86E38157,W,42,61433.49918474152,Yes
F1E4B1C1,M,38,27718.81879951115,No
68EDE07B,W,42,87338.70778373865,Yes
1FEAD0ED,W,62,103583.97581808336,Yes
818E454E,W,29,15000,No
F68975D8,M,44,84784.82441784632,Yes
6F802462,M,57,94396.85078333909,Yes
188714F4,M,47,111895.65507520552,Yes
D83D7859,M,30,113547.40140413938,No
AF3A48CF,M,45,89313.2506195929,Yes
36331975,M,18,48671.06307072025,No
413429E3,W,23,31900.052721659602,No
DF50BC40,M,33,45615.88815301908,No
A8578CD6,M,36,82142.10852914426,No
315EDD6C,M,35,67705.20889153641,No
4659EDFA,M,35,93767.09780563465,Yes
D6E6F06B,W,68,94197.45776007028,Yes
A1E1C0FD,M,27,39578.60750632401,No
38E89147,M,71,104371.11828314733,Yes
4FEFA1D1,M,22,15000,No
D18B3472,M,34,72822.12379474708,No
A68C04E4,W,39,62427.37808236101,Yes
3F85555E,M,30,94924.05022608992,No
488265C8,M,38,89327.40838735153,No
C58A683D,M,55,114648.7460021123,Yes
B28D58AB,M,44,75979.69939537646,No
2B840911,M,36,55456.47362201517,No
5C833987,W,43,58684.70738269981,Yes
C2E7AC24,M,31,96390.51893072038,No
B5E09CB2,W,41,96632.11191775496,No
2CE9CD08,W,36,86865.94985571962,Yes
5BEEFD9E,M,30,18731.37899024426,No
CB51E00F,W,48,108521.09596957362,Yes
BC56D099,W,28,75847.61557286233,Yes
255F8123,M,34,15000,No
5258B1B5,W,29,73185.43707038852,No
CC3C2416,W,27,116108.93510450907,No
BB3B1480,M,46,92409.11669848535,Yes
2232453A,M,30,53189.79072767511,No
553575AC,W,28,82549.41670350755,No
E3535891,M,39,88900.77603235164,No
94546807,M,56,81469.03142201559,Yes
0D5D39BD,W,31,66656.83975067819,No
7A5A092B,W,44,15238.209494620016,No
E43E9C88,W,47,72762.30067433699,Yes
9339AC1E,M,25,32890.52301958995,No
0A30FDA4,W,36,48235.70199495618,Yes
7D37CD32,W,44,73617.27468689221,Yes
ED88D0A3,W,27,122009.79933111428,Yes
9A8FE035,M,18,87511.01757962817,No
0386B18F,M,56,86445.59252349325,Yes
74818119,W,35,68134.67729288965,Yes
EAE514BA,W,42,25409.67700577988,No
9DE2242C,M,29,15000,No
04EB7596,M,19,16974.69089334707,No
73EC4500,W,49,74282.54259074533,No
FEE448F5,M,52,129634.74431223169,Yes
89E37863,M,50,82998.71100906088,Yes
10EA29D9,M,45,66700.80449602903,Yes
67ED194F,W,46,40930.12470547661,No
F9898CEC,W,45,36923.22164769432,Yes
8E8EBC7A,M,48,46409.62802155711,Yes
1787EDC0,W,45,117317.11386961195,No
6080DD56,W,38,40772.254746230305,Yes
F03FC0C7,W,49,84968.74317339792,Yes
8738F051,W,56,63782.258386314345,Yes
1E31A1EB,M,31,67200.5317770184,No
6936917D,M,41,55143.31461315854,No
F75204DE,M,38,68901.15808931786,No
80553448,W,50,126598.33173203803,Yes
195C65F2,M,37,44630.22633960723,No
6E5B5564,M,42,56580.16721315815,Yes
4359BAE9,W,36,78800.41301609257,No
345E8A7F,M,47,65714.13083275185,Yes
AD57DBC5,W,58,65172.18866527303,Yes
DA50EB53,W,25,62206.40857281323,No
44347EF0,W,24,15000,No
33334E66,M,37,77211.45214443392,No
AA3A1FDC,W,24,64011.981920608254,No
DD3D2F4A,M,30,29904.161779526672,No
4D8232DB,W,18,33798.13289363675,No
3A85024D,W,35,30692.509257683443,No
A38C53F7,W,49,89432.40297486629,Yes
D48B6361,W,48,15000,Yes
4AEFF6C2,M,53,67468.20231870376,No
3DE8C654,M,39,15000,No
A4E197EE,M,45,115804.17497984518,Yes
D3E6A778,M,44,69027.02320869619,No
5EEEAA8D,M,33,27124.2126438084,No
29E99A1B,W,52,94130.08380767173,Yes
B0E0CBA1,W,18,95406.90694229814,No
C7E7FB37,W,30,101743.81735944981,No
59836E94,M,33,105630.00379438508,No
2E845E02,M,39,84648.31119840025,Yes
B78D0FB8,W,48,58450.29639386067,No
C08A3F2E,M,38,138420.9554784858,Yes
503522BF,W,34,62514.61172372536,No
27321229,W,27,27575.640448983497,No
BE3B4393,W,48,15000,No
C93C7305,M,43,25376.353502484126,No
5758E6A6,M,30,43938.781251578825,No
205FD630,M,46,128618.75759413445,Yes
B956878A,W,34,90252.05055306423,No
CE51B71C,W,49,81746.21352951397,Yes
78379A21,M,33,45754.47360015824,No
0F30AAB7,W,52,73345.57061046708,Yes
9639FB0D,M,42,112658.5921660764,Yes
E13ECB9B,W,47,15000,No
7F5A5E38,M,41,38666.82706808251,No
085D6EAE,W,19,61646.85028029766,No
91543F14,M,43,28208.698731099947,No
E6530F82,M,19,115390.6346829697,No
76EC1213,W,47,47210.53604848945,Yes
01EB2285,W,18,87572.22350098283,No
98E2733F,W,29,46428.856480176764,No
EFE543A9,W,44,71816.34347533686,No
7181D60A,M,18,48160.46484456297,No
0686E69C,M,34,24205.409001204862,No
9F8FB726,W,50,69493.92950941891,Yes
E88887B0,W,30,35046.84388135513,No
65808A45,W,36,110264.48826990348,Yes
1287BAD3,M,41,94347.0178259592,Yes
8B8EEB69,M,41,17941.793772310666,No
FC89DBFF,M,46,56874.71684278387,Yes
62ED4E5C,M,49,139717.05961168595,Yes
15EA7ECA,W,32,116252.03118913114,Yes
8CE32F70,M,27,76588.52284998057,No
FBE41FE6,W,61,40222.052860566015,Yes
6B5B0277,W,38,73216.40933701226,Yes
1C5C32E1,M,35,48459.6046478186,No
8555635B,W,25,37043.33223319726,No
F25253CD,W,27,15000,No
6C36C66E,W,44,67832.49934872183,No
1B31F6F8,M,36,71514.92508015576,No
8238A742,M,34,129522.56490649376,Yes
F53F97D4,M,48,66355.73045573168,Yes
3585FB79,W,41,89240.8486163065,Yes
4282CBEF,W,39,102953.26607691131,No
DB8B9A55,W,45,75876.75527224984,Yes
AC8CAAC3,W,44,35136.02255558005,No
32E83F60,NB,51,137689.16556831723,Yes
45EF0FF6,M,33,84311.4251265507,No
DCE65E4C,W,41,65765.52302702791,No
ABE16EDA,M,37,100198.16311928601,Yes
3B5E734B,M,47,58357.42416250516,No
4C5943DD,M,45,55713.98996923008,No
D5501267,M,40,70868.93251950137,No
A25722F1,M,39,153822.13289806372,No
3C33B752,M,33,15000,No
4B3487C4,W,38,76742.58064775764,Yes
D23DD67E,M,40,47538.78835682712,Yes
A53AE6E8,M,29,60407.89523152069,No
2832EB1D,M,41,34804.25716348888,No
5F35DB8B,W,58,41862.79728160678,No
C63C8A31,M,60,76895.80837709077,Yes
B13BBAA7,M,35,56848.128599765376,No
2F5F2F04,W,50,101978.06683047031,Yes
58581F92,M,49,40524.02954197115,Yes
C1514E28,W,33,85462.50620032042,No
B6567EBE,M,35,15000,No
26E9632F,W,52,126038.24804614633,Yes
51EE53B9,W,27,85563.0551573682,No
C8E70203,M,36,41599.55559525836,No
BFE03295,W,18,52348.53179712033,No
2184A736,M,28,89842.01208302635,No
568397A0,W,30,103729.69382118367,No
CF8AC61A,M,53,64816.31688545882,Yes
B88DF68C,W,41,70230.33911893566,Yes
0EEBDBB1,W,41,130785.64819644777,Yes
79ECEB27,M,26,68564.41421211592,No
E0E5BA9D,W,43,63256.22419399857,No
97E28A0B,M,42,63784.860758205796,No
09861FA8,M,45,105715.3739387168,Yes
7E812F3E,W,33,53507.80270432665,No
E7887E84,W,38,22737.44866270203,No
908F4E12,M,40,54186.22532473782,No
00305383,W,59,108462.61401539964,Yes
77376315,M,40,84596.68619516434,Yes
EE3E32AF,W,27,57941.419096402344,No
99390239,W,26,91804.78978301963,No
075D979A,W,32,143311.68183950207,Yes
705AA70C,M,41,39592.23466063736,No
E953F6B6,W,32,98025.16549249907,No
9E54C620,W,50,89299.16123043717,Yes
135CCBD5,W,27,18464.061051254706,No
645BFB43,W,57,96138.48806586853,Yes
FD52AAF9,M,34,40905.62535309438,No
8A559A6F,W,39,112727.95408581222,No
14310FCC,W,26,81831.31882828167,No
63363F5A,M,21,72250.5374883271,No
FA3F6EE0,M,36,109589.96139574601,No
8D385E76,W,43,91385.486159183,Yes
1D8743E7,W,35,70725.90940844471,Yes
6A807371,M,47,46873.80567931614,Yes
F38922CB,W,36,126021.12015248311,Yes
848E125D,W,32,81668.05669867221,No
1AEA87FE,M,46,43951.33923752019,No
6DEDB768,W,45,88114.25422731251,Yes
F4E4E6D2,M,55,61992.535543495476,Yes
83E3D644,M,44,52959.00166709901,No
85CC6A0A,M,35,60610.140204195544,No
F2CB5A9C,NB,35,47468.39894253273,No
6BC20B26,W,31,73926.49265930735,No
1CC53BB0,M,42,83847.61148755871,Yes
82A1AE13,M,47,159865.84460741104,Yes
F5A69E85,M,42,72911.50601569214,Yes
6CAFCF3F,M,30,55071.10015326764,No
1BA8FFA9,M,48,51487.02643739208,Yes
8B17E238,W,53,88675.80319645864,No
FC10D2AE,W,35,15000,No
65198314,M,45,59976.29759158912,No
121EB382,W,47,65435.512715146084,Yes
8C7A2621,M,18,26362.071486841567,No
FB7D16B7,M,45,94240.0139316554,Yes
6274470D,W,19,85097.67908581425,No
1573779B,M,25,15000,No
987B7A6E,M,59,69363.02754740739,Yes
EF7C4AF8,M,33,15000,No
76751B42,W,32,118791.20431553564,Yes
01722BD4,W,41,76238.5437075025,Yes
9F16BE77,W,62,56839.393981600035,Yes
E8118EE1,M,31,59512.09795033185,No
7118DF5B,W,48,104031.63917402878,Yes
061FEFCD,W,42,69085.81706627963,Yes
96A0F25C,W,68,106479.26785673585,Yes
E1A7C2CA,M,18,45441.483935360666,No
78AE9370,M,40,32754.966626849382,No
0FA9A3E6,W,39,145607.81723257003,No
91CD3645,W,27,27609.109483932712,No
E6CA06D3,W,41,112058.34484389189,No
7FC35769,W,32,54236.25055560781,No
08C467FF,M,30,47241.82625194629,No
BEA24AC2,M,31,76558.13586761848,No
C9A57A54,W,54,91738.92422631667,Yes
50AC2BEE,W,42,64105.555488812235,No
27AB1B78,M,36,54780.11621681498,Yes
B9CF8EDB,M,25,39624.55935517199,No
CEC8BE4D,W,52,139720.95211252468,Yes
57C1EFF7,M,29,125538.05943951104,No
20C6DF61,W,32,20970.128319967123,No
B079C2F0,M,22,34055.638418545845,No
C77EF266,W,47,54900.469507847534,Yes
5E77A3DC,W,32,45357.090450254866,No
2970934A,M,40,38469.62307574899,No
B71406E9,M,43,160471.87890816486,Yes
C013367F,W,38,31885.425813882714,No
591A67C5,W,39,86279.10278251312,No
2E1D5753,M,27,61879.167566569406,No
A3155AA6,W,53,79806.48311190342,No
D4126A30,M,36,40011.14561041423,No
4D1B3B8A,W,54,81624.35047532145,Yes
3A1C0B1C,W,35,52063.09776589126,No
A4789EBF,M,34,83063.67040368248,No
D37FAE29,M,48,107003.22166007184,No
4A76FF93,M,22,28484.82033369031,Yes
3D71CF05,W,40,44480.0615883761,Yes
ADCED294,W,42,15000,Yes
DAC9E202,W,35,67520.94904773377,No
43C0B3B8,W,22,31383.326735932314,No
34C7832E,M,23,15000,No
AAA3168D,M,29,79340.18494737858,No
DDA4261B,W,47,114851.11120712532,Yes
44AD77A1,M,30,77903.66128341286,No
33AA4737,W,30,77040.65602973594,No
F3102B9A,M,23,64570.6565473658,No
84171B0C,M,51,15000,No
1D1E4AB6,M,34,80863.01554845349,No
6A197A20,M,29,57024.175430908486,No
F47DEF83,M,48,77505.83404956813,No
837ADF15,M,45,69045.19266276136,Yes
1A738EAF,M,55,59034.08745044145,Yes
6D74BE39,W,46,24454.415763084427,No
FDCBA3A8,M,28,65605.91255891549,No
8ACC933E,W,18,45436.74482483654,No
13C5C284,W,32,43185.740724602234,No
64C2F212,M,30,38551.5124074123,No
FAA667B1,M,18,89327.60929321228,No
8DA15727,W,33,15000,No
14A8069D,W,45,82731.96648238602,Yes
63AF360B,W,52,73349.41788535114,Yes
EEA73BFE,W,21,21868.654485023624,No
99A00B68,W,25,25618.172943798156,No
00A95AD2,W,45,106907.90933578079,Yes
77AE6A44,W,31,99511.56760437891,Yes
E9CAFFE7,W,39,116048.86778205296,Yes
9ECDCF71,M,47,63542.063045020615,Yes
07C49ECB,M,32,64121.92771463444,No
70C3AE5D,W,44,57327.29564229815,Yes
E07CB3CC,M,31,50915.60061735841,No
977B835A,W,42,90265.21629025562,Yes
0E72D2E0,M,29,103624.60185981191,Yes
7975E276,W,27,34732.251150392076,No
E71177D5,M,24,44133.593176390874,No
90164743,W,27,121200.49210745931,No
091F16F9,M,51,72986.73822030646,No
7E18266F,M,32,100291.59767605046,Yes
C87E0B52,M,41,140348.81699656812,No
BF793BC4,W,45,64623.859491132825,Yes
26706A7E,M,35,72443.37862363741,Yes
51775AE8,M,48,73062.4955638785,Yes
CF13CF4B,W,49,62372.35482811475,No
B814FFDD,M,31,39653.120580003204,Yes
211DAE67,W,50,62732.24945820146,No
561A9EF1,M,38,90761.08846874081,No
C6A58360,W,63,94796.91975399764,Yes
B1A2B3F6,W,34,74236.57478175146,Yes
28ABE24C,W,49,59171.86253545803,Yes
5FACD2DA,M,40,105192.43964414891,Yes
C1C84779,W,50,76026.87161905663,Yes
B6CF77EF,W,31,36761.62687920292,No
2FC62655,M,44,73434.52167107492,No
58C116C3,W,39,93556.52176938897,Yes
D5C91B36,W,54,79151.3906857143,No
A2CE2BA0,M,34,31736.372914286425,No
3BC77A1A,W,19,50987.673770818394,No
4CC04A8C,W,36,27575.614325175025,No
D2A4DF2F,NB,33,64999.686108092326,No
A5A3EFB9,M,54,55753.36549343577,Yes
3CAABE03,M,22,88784.18396283794,No
4BAD8E95,W,37,49101.20030351318,Yes
DB129304,W,39,87006.93467135943,No
AC15A392,M,25,118179.4663012313,No
351CF228,M,55,65378.328078768434,Yes
421BC2BE,M,41,15000,No
DC7F571D,W,21,42433.75629393126,No
AB78678B,M,42,30010.90115982631,No
32713631,M,26,57506.61119638777,No
457606A7,W,40,90492.4498631032,No
6874E92A,M,20,76638.29925179038,No
1F73D9BC,M,43,79059.42961940765,No
867A8806,W,47,85723.73735271538,No
F17DB890,M,33,45732.53624978343,Yes
6F192D33,W,30,110568.95622453385,No
181E1DA5,M,26,40202.0488987412,No
81174C1F,W,39,40277.526866621505,No
F6107C89,W,54,110611.87829539893,Yes
66AF6118,W,42,47937.76647708568,No
11A8518E,W,52,15000,No
88A10034,M,58,88741.85324575604,No
FFA630A2,M,64,40933.83229686383,Yes
61C2A501,M,48,96413.20482952606,Yes
16C59597,M,45,31870.616445785745,Yes
8FCCC42D,W,28,61224.23690992096,No
F8CBF4BB,W,34,15000,No
75C3F94E,W,40,119488.96697133215,Yes
02C4C9D8,W,44,71491.60169085045,Yes
9BCD9862,M,29,87709.04727601274,No
ECCAA8F4,W,48,76468.6319414382,No
72AE3D57,M,41,91209.22127696888,No
05A90DC1,W,35,98174.03165449483,No
9CA05C7B,W,41,50009.82598229212,Yes
EBA76CED,W,53,106825.69577746702,No
7B18717C,M,24,19141.55678822261,No
0C1F41EA,M,55,110188.53806810701,Yes
95161050,W,34,66296.00837759627,No
E21120C6,W,33,51569.18561696705,No
7C75B565,M,35,49736.608535627995,Yes
0B7285F3,M,34,80031.14419641935,No
927BD449,W,22,67031.72437432753,No
E57CE4DF,M,52,36966.3136370465,No
531AC9E2,M,37,119403.56067739597,Yes
241DF974,W,49,96397.4474315676,No
BD14A8CE,M,31,58817.75528790572,No
CA139858,M,22,84908.21424726566,No
54770DFB,M,40,23029.52803431775,No
23703D6D,W,21,46786.5905106837,No
BA796CD7,W,47,67281.83263725716,Yes
CD7E5C41,M,43,121152.44124303275,No
5DC141D0,W,37,68852.56169100467,No
2AC67146,M,33,80531.31953726005,Yes
B3CF20FC,M,40,73232.2048919019,No
C4C8106A,M,37,110030.07813534589,Yes
5AAC85C9,W,52,52739.7757356738,Yes
2DABB55F,M,32,105167.75684599773,No
B4A2E4E5,W,33,77455.98216514282,No
C3A5D473,M,54,56737.03780751111,Yes
4EADD986,W,41,96458.00664924592,No
39AAE910,M,27,49864.26564966163,No
A0A3B8AA,M,25,114631.5035983178,No
D7A4883C,W,51,165547.27522556914,Yes
49C01D9F,M,55,53888.50403921819,Yes
3EC72D09,W,36,41082.646921519925,No
A7CE7CB3,M,49,79488.95952328309,Yes
D0C94C25,W,19,52553.327989349964,No
407651B4,W,34,109155.74009058852,No
37716122,M,52,74077.88033339038,No
AE783098,W,35,135942.37522807327,No
D97F000E,M,38,29467.821963948794,No
471B95AD,M,41,15000,No
301CA53B,W,28,33121.94698064692,No
A915F481,NB,26,70674.94896671167,No
DE12C417,W,43,70878.96309478454,Yes
1EA8A8BA,M,50,121435.79706384656,Yes
69AF982C,W,31,42792.7625834893,Yes
F0A6C996,W,35,76927.8951478075,No
87A1F900,M,35,92135.43759847882,No
19C56CA3,W,29,117888.28787934483,Yes
6EC25C35,M,49,79963.48942265431,Yes
F7CB0D8F,W,46,98692.90345146405,Yes
80CC3D19,M,32,83280.0341944519,No
10732088,W,36,111258.95861184539,No
6774101E,M,41,15000,No
FE7D41A4,M,27,70288.13806628255,No
897A7132,W,49,33090.13975590597,No
171EE491,M,29,158452.55093886057,No
6019D407,W,34,85195.16860250979,Yes
F91085BD,W,47,92774.39248052164,Yes
8E17B52B,W,40,111440.56535975043,Yes
031FB8DE,W,42,17007.828742681137,No
74188848,W,20,117999.31235715494,No
ED11D9F2,M,36,58886.359990994984,No
9A16E964,M,55,40881.59469634196,Yes
04727CC7,W,35,63666.75635280322,No
73754C51,M,39,99586.05127876416,No
EA7C1DEB,M,34,37651.60695002385,No
9D7B2D7D,W,43,63925.96466111779,No
0DC430EC,W,35,106004.54609465355,No
7AC3007A,M,38,117070.75333959429,No
E3CA51C0,M,21,15000,No
94CD6156,W,43,92877.39459755161,Yes
0AA9F4F5,W,34,133011.85331633917,No
7DAEC463,W,32,51559.976925789095,No
E4A795D9,W,39,59164.5912028196,No
93A0A54F,M,38,115904.13564785942,No
25C68872,W,40,135991.4077035563,Yes
52C1B8E4,W,28,73708.06280265973,No
CBC8E95E,W,18,30892.550758073383,No
BCCFD9C8,M,45,48052.60363734832,No
22AB4C6B,M,46,86550.16743284205,Yes
55AC7CFD,M,22,98185.7838303874,Yes
CCA52D47,W,37,60499.94756118143,No
BBA21DD1,W,19,64377.2300537763,No
2B1D0040,M,45,48271.24316530132,No
5C1A30D6,M,29,83238.00741984964,No
C513616C,W,44,39077.26017431998,No
B21451FA,W,18,98070.64864985069,No
2C70C459,W,44,81013.06923824352,No
5B77F4CF,W,40,44482.976441679275,No
C27EA575,M,47,35987.47684344362,No
B57995E3,M,37,135839.61797268465,Yes
38719816,W,41,66087.63276173535,No
4F76A880,W,27,48984.98667751516,No
D67FF93A,M,29,119211.19952158294,No
A178C9AC,M,51,53354.627323787165,Yes
3F1C5C0F,M,35,97980.72539014758,Yes
481B6C99,M,40,34954.973390713894,No
D1123D23,W,39,51381.899413326464,No
A6150DB5,W,29,43520.154794393995,No
36AA1024,W,24,65626.33848402099,No
41AD20B2,W,31,40294.713878468065,No
D8A47108,W,44,22671.150551347826,No
